criminal_id,timestamp,latitude,longitude,crime_type,prev_latitude,prev_longitude,future_latitude,future_longitude
2,2023-04-23 08:10:09.062884888,19.098230472351794,72.90427184095817,fraud,19.11794863329421,72.96035066085484,19.134049291113193,72.76086452502803
2,2023-05-27 03:22:06.640106922,19.134049291113193,72.76086452502803,assault,19.098230472351794,72.90427184095817,18.938702769367065,72.98655898362364
2,2023-06-02 07:18:57.642675188,18.938702769367065,72.98655898362364,theft,19.134049291113193,72.76086452502803,18.910279638880677,72.90238766271976
2,2023-07-31 20:01:03.739031276,18.910279638880677,72.90238766271976,theft,18.938702769367065,72.98655898362364,18.952102863280782,72.89378664434398
2,2023-08-24 16:44:49.101776736,18.952102863280782,72.89378664434398,fraud,18.910279638880677,72.90238766271976,19.177082096084362,72.93331622677766
2,2023-09-18 14:41:52.188852912,19.177082096084362,72.93331622677766,fraud,18.952102863280782,72.89378664434398,19.286034403819297,72.80934614263687
2,2023-10-01 21:54:31.144463400,19.286034403819297,72.80934614263687,robbery,19.177082096084362,72.93331622677766,19.254757046504512,72.74624191612243
2,2023-10-03 16:36:28.031788216,19.254757046504512,72.74624191612243,fraud,19.286034403819297,72.80934614263687,19.297948754371415,72.79839165368281
2,2023-11-02 03:15:38.443850528,19.297948754371415,72.79839165368281,assault,19.254757046504512,72.74624191612243,19.153652388965476,72.86891153448207
2,2023-11-03 13:03:41.572494012,19.153652388965476,72.86891153448207,robbery,19.297948754371415,72.79839165368281,19.286848513340477,72.93652820440676
2,2023-12-30 04:10:52.857934624,19.286848513340477,72.93652820440676,murder,19.153652388965476,72.86891153448207,19.180728087445143,72.80029781832705
2,2024-04-16 07:19:30.446320728,19.180728087445143,72.80029781832705,theft,19.286848513340477,72.93652820440676,19.24813049428155,72.86673418859014
2,2024-04-27 20:44:27.672779488,19.24813049428155,72.86673418859014,murder,19.180728087445143,72.80029781832705,18.99147823973644,72.98163341873432
2,2024-06-04 21:19:59.842169344,18.99147823973644,72.98163341873432,theft,19.24813049428155,72.86673418859014,18.928379725683712,72.82993676408722
2,2024-06-06 13:30:44.962655536,18.928379725683712,72.82993676408722,murder,18.99147823973644,72.98163341873432,19.16318408535428,72.87860130370011
2,2024-06-24 04:08:33.111935600,19.16318408535428,72.87860130370011,theft,18.928379725683712,72.82993676408722,19.07215407755057,72.98620051006195
2,2024-08-10 11:33:16.192130864,19.07215407755057,72.98620051006195,murder,19.16318408535428,72.87860130370011,19.0517917056084,72.82582975345332
2,2024-08-12 20:35:41.335968336,19.0517917056084,72.82582975345332,theft,19.07215407755057,72.98620051006195,19.0025215944724,72.8431012099545
2,2024-10-30 22:53:47.726620024,19.0025215944724,72.8431012099545,assault,19.0517917056084,72.82582975345332,18.978496769176168,72.96242185201031
2,2024-11-22 18:17:15.364584704,18.978496769176168,72.96242185201031,fraud,19.0025215944724,72.8431012099545,19.25826585816378,72.78687061218184
3,2023-05-27 07:07:48.742080472,19.27373943013829,72.8819117716514,murder,18.97670941390286,72.75086595249687,18.961785501625137,72.92384637203656
3,2023-06-18 19:31:20.925675366,18.961785501625137,72.92384637203656,robbery,19.27373943013829,72.8819117716514,19.060987429141434,72.81116059602068
3,2023-08-06 20:59:35.562464872,19.060987429141434,72.81116059602068,assault,18.961785501625137,72.92384637203656,18.906030654884916,72.86887173753415
3,2023-08-14 14:54:24.424412152,18.906030654884916,72.86887173753415,fraud,19.060987429141434,72.81116059602068,18.95587397632255,72.81171671805299
3,2023-09-05 18:37:17.335215728,18.95587397632255,72.81171671805299,theft,18.906030654884916,72.86887173753415,18.898562028394196,72.96644137480187
3,2023-09-19 23:38:45.815058148,18.898562028394196,72.96644137480187,fraud,18.95587397632255,72.81171671805299,19.17037708385791,72.95418647756007
3,2023-12-07 19:18:13.104315728,19.17037708385791,72.95418647756007,theft,18.898562028394196,72.96644137480187,19.169677468173013,72.9804996441577
3,2024-01-11 08:17:18.850229012,19.169677468173013,72.9804996441577,fraud,19.17037708385791,72.95418647756007,19.104356800705464,72.81164201724387
3,2024-01-23 11:55:36.655512856,19.104356800705464,72.81164201724387,assault,19.169677468173013,72.9804996441577,19.004675700742062,72.88378568548674
3,2024-01-30 00:36:08.046881540,19.004675700742062,72.88378568548674,murder,19.104356800705464,72.81164201724387,18.95766443461942,72.98382598310148
3,2024-01-30 02:08:09.898008724,18.95766443461942,72.98382598310148,theft,19.004675700742062,72.88378568548674,19.07571574550096,72.74064125470784
3,2024-02-25 21:51:30.362736800,19.07571574550096,72.74064125470784,theft,18.95766443461942,72.98382598310148,19.02283327328376,72.76598283931764
3,2024-03-03 19:33:11.907834816,19.02283327328376,72.76598283931764,murder,19.07571574550096,72.74064125470784,19.25393988843458,72.81946637838064
3,2024-03-10 15:50:16.028765984,19.25393988843458,72.81946637838064,fraud,19.02283327328376,72.76598283931764,19.194474801119355,72.92674659423955
3,2024-03-12 08:51:07.929562784,19.194474801119355,72.92674659423955,theft,19.25393988843458,72.81946637838064,18.965841617572345,72.76967328276118
3,2024-03-26 18:28:51.865532312,18.965841617572345,72.76967328276118,assault,19.194474801119355,72.92674659423955,19.092345557366823,72.88081009976305
3,2024-06-14 03:49:13.733072736,19.092345557366823,72.88081009976305,theft,18.965841617572345,72.76967328276118,19.219815836837988,72.77722444041248
3,2024-06-18 08:14:30.119816784,19.219815836837988,72.77722444041248,fraud,19.092345557366823,72.88081009976305,18.915571100982046,72.88856123587476
3,2024-07-23 12:05:17.668526192,18.915571100982046,72.88856123587476,robbery,19.219815836837988,72.77722444041248,19.19163917503229,72.84725254758489
3,2024-08-18 04:05:06.452679384,19.19163917503229,72.84725254758489,assault,18.915571100982046,72.88856123587476,19.1027684611348,72.92722475076273
3,2024-09-02 09:48:26.428609072,19.1027684611348,72.92722475076273,robbery,19.19163917503229,72.84725254758489,19.26869341233076,72.95874842687255
3,2024-10-26 16:29:20.778252368,19.26869341233076,72.95874842687255,assault,19.1027684611348,72.92722475076273,19.27652681253469,72.88242209050999
4,2023-04-25 22:05:52.514456926,19.051703131316717,72.89557406096466,assault,19.197641968891702,72.77865785571223,19.223645012823656,72.94689290526958
4,2023-05-03 19:11:35.211259358,19.223645012823656,72.94689290526958,assault,19.051703131316717,72.89557406096466,19.22554583135309,72.86279221486791
4,2023-06-25 21:35:27.660725778,19.22554583135309,72.86279221486791,robbery,19.223645012823656,72.94689290526958,18.95554431819049,72.89108812252513
4,2023-07-25 03:58:18.789378666,18.95554431819049,72.89108812252513,robbery,19.22554583135309,72.86279221486791,18.917411629784066,72.82532553163537
4,2023-09-03 04:45:30.154656372,18.917411629784066,72.82532553163537,theft,18.95554431819049,72.89108812252513,19.180281674120902,72.76563719825597
4,2023-10-10 23:34:18.172443312,19.180281674120902,72.76563719825597,robbery,18.917411629784066,72.82532553163537,18.98608749480657,72.8139351825234
4,2023-11-29 00:46:00.526098324,18.98608749480657,72.8139351825234,murder,19.180281674120902,72.76563719825597,19.10422049934938,72.85359536368284
4,2023-12-20 02:28:57.214170132,19.10422049934938,72.85359536368284,robbery,18.98608749480657,72.8139351825234,19.221418727467935,72.9499891888587
4,2024-01-13 22:27:57.182640260,19.221418727467935,72.9499891888587,murder,19.10422049934938,72.85359536368284,19.145325047560416,72.8526635699608
4,2024-02-05 04:34:52.767131888,19.145325047560416,72.8526635699608,robbery,19.221418727467935,72.9499891888587,19.094635971696654,72.89286707193648
4,2024-02-23 05:35:17.341692512,19.094635971696654,72.89286707193648,robbery,19.145325047560416,72.8526635699608,19.039034001614297,72.76277849123166
4,2024-03-28 14:58:04.338152648,19.039034001614297,72.76277849123166,assault,19.094635971696654,72.89286707193648,19.101596846586954,72.75708176157569
4,2024-04-13 19:34:22.655196024,19.101596846586954,72.75708176157569,fraud,19.039034001614297,72.76277849123166,18.921710490203132,72.9526023859783
4,2024-04-27 13:25:10.429726256,18.921710490203132,72.9526023859783,murder,19.101596846586954,72.75708176157569,19.231420403310363,72.8781492054356
4,2024-05-04 00:12:19.317475600,19.231420403310363,72.8781492054356,theft,18.921710490203132,72.9526023859783,19.001597421653447,72.83864556546409
4,2024-06-30 20:42:43.338754496,19.001597421653447,72.83864556546409,robbery,19.231420403310363,72.8781492054356,18.92795303181597,72.82759064857592
4,2024-07-02 23:43:05.807368896,18.92795303181597,72.82759064857592,assault,19.001597421653447,72.83864556546409,19.180138346281378,72.85656354316822
4,2024-07-06 03:32:14.479855920,19.180138346281378,72.85656354316822,assault,18.92795303181597,72.82759064857592,19.03714177755424,72.88940705282609
4,2024-07-31 04:42:27.096501048,19.03714177755424,72.88940705282609,murder,19.180138346281378,72.85656354316822,18.920143308533227,72.97692287062861
4,2024-08-29 09:06:56.265655784,18.920143308533227,72.97692287062861,fraud,19.03714177755424,72.88940705282609,19.026035813004636,72.87113037928252
4,2024-10-05 09:43:30.728950776,19.026035813004636,72.87113037928252,assault,18.920143308533227,72.97692287062861,19.166967059376145,72.97582576972258
5,2023-02-06 07:55:57.476009919,18.935217806108472,72.8990202985336,theft,18.983163230460843,72.83579191285857,19.214636806602797,72.83285824272077
5,2023-03-26 07:47:02.603336148,19.214636806602797,72.83285824272077,fraud,18.935217806108472,72.8990202985336,18.90602694682713,72.83381940663001
5,2023-04-25 03:58:41.802517146,18.90602694682713,72.83381940663001,fraud,19.214636806602797,72.83285824272077,19.032724045689942,72.80966033667549
5,2023-05-23 18:08:19.530612732,19.032724045689942,72.80966033667549,robbery,18.90602694682713,72.83381940663001,19.026775994263534,72.92599242299364
5,2023-07-08 09:21:52.388798522,19.026775994263534,72.92599242299364,assault,19.032724045689942,72.80966033667549,19.18142363313059,72.90110253426195
5,2023-08-17 19:02:15.934342616,19.18142363313059,72.90110253426195,robbery,19.026775994263534,72.92599242299364,19.020380803206372,72.85312205191379
5,2023-09-23 03:28:56.194302028,19.020380803206372,72.85312205191379,murder,19.18142363313059,72.90110253426195,18.973418711863573,72.82206087787768
5,2023-10-07 04:32:28.918322780,18.973418711863573,72.82206087787768,theft,19.020380803206372,72.85312205191379,19.227894935831475,72.7917768616513
5,2024-01-21 18:25:06.522608788,19.227894935831475,72.7917768616513,robbery,18.973418711863573,72.82206087787768,18.91719999420169,72.77708321835394
5,2024-03-13 19:54:23.927073072,18.91719999420169,72.77708321835394,robbery,19.227894935831475,72.7917768616513,19.23424047674747,72.8394530479516
5,2024-05-24 06:44:18.390345976,19.23424047674747,72.8394530479516,robbery,18.91719999420169,72.77708321835394,19.145373933211108,72.9876320096467
5,2024-07-21 21:19:04.993250904,19.145373933211108,72.9876320096467,theft,19.23424047674747,72.8394530479516,19.195629139291707,72.93976581322801
5,2024-10-11 20:31:05.421624952,19.195629139291707,72.93976581322801,assault,19.145373933211108,72.9876320096467,19.12082933206449,72.9848702652995
5,2024-10-29 06:01:10.274825536,19.12082933206449,72.9848702652995,theft,19.195629139291707,72.93976581322801,19.247620698271255,72.84939958098583
5,2024-11-15 18:19:49.866456544,19.247620698271255,72.84939958098583,fraud,19.12082933206449,72.9848702652995,19.080595523568718,72.78574038297356
6,2023-01-17 15:14:25.776861562,19.282156470392593,72.86214640434129,assault,18.93984840807069,72.86960337052197,18.9487752727095,72.74531043101281
6,2023-01-20 19:30:23.932922848,18.9487752727095,72.74531043101281,fraud,19.282156470392593,72.86214640434129,19.2379036870835,72.82001135048151
6,2023-02-03 07:30:39.573174125,19.2379036870835,72.82001135048151,fraud,18.9487752727095,72.74531043101281,19.00848089516799,72.982795748522
6,2023-02-12 02:06:45.902476525,19.00848089516799,72.982795748522,murder,19.2379036870835,72.82001135048151,19.093221924153905,72.7953248559293
6,2023-03-11 23:34:26.308065291,19.093221924153905,72.7953248559293,robbery,19.00848089516799,72.982795748522,19.024549989093376,72.95223483752264
6,2023-05-01 09:10:47.598402852,19.024549989093376,72.95223483752264,theft,19.093221924153905,72.7953248559293,19.007290808840438,72.82989965855748
6,2023-07-31 04:18:10.916032008,19.007290808840438,72.82989965855748,theft,19.024549989093376,72.95223483752264,18.941739145927524,72.81393679802484
6,2023-08-02 14:01:36.524899400,18.941739145927524,72.81393679802484,theft,19.007290808840438,72.82989965855748,19.056465631727605,72.78967388947127
6,2023-08-24 12:04:23.880764948,19.056465631727605,72.78967388947127,robbery,18.941739145927524,72.81393679802484,19.183533294887766,72.75076257768869
6,2023-08-27 13:07:52.846033144,19.183533294887766,72.75076257768869,assault,19.056465631727605,72.78967388947127,18.915538897932137,72.89665335294973
6,2023-09-08 18:18:43.930051808,18.915538897932137,72.89665335294973,fraud,19.183533294887766,72.75076257768869,19.082226236250964,72.85380253225848
6,2023-10-05 07:34:23.516790544,19.082226236250964,72.85380253225848,assault,18.915538897932137,72.89665335294973,19.028484994049187,72.83217421947683
6,2023-10-08 08:04:32.686365212,19.028484994049187,72.83217421947683,assault,19.082226236250964,72.85380253225848,19.141871098921083,72.86129245624299
6,2023-10-25 21:30:42.200963620,19.141871098921083,72.86129245624299,theft,19.028484994049187,72.83217421947683,19.227464028595378,72.75676027524867
6,2023-12-05 06:36:04.381460212,19.227464028595378,72.75676027524867,murder,19.141871098921083,72.86129245624299,19.138706770921647,72.93331238388174
6,2023-12-24 23:19:19.713372628,19.138706770921647,72.93331238388174,theft,19.227464028595378,72.75676027524867,19.220014667581474,72.86808241385474
6,2024-02-14 07:01:07.144359784,19.220014667581474,72.86808241385474,robbery,19.138706770921647,72.93331238388174,19.21292480688974,72.82043821168769
6,2024-05-03 05:02:37.109172776,19.21292480688974,72.82043821168769,theft,19.220014667581474,72.86808241385474,19.069322008871904,72.82173555762807
6,2024-05-14 22:19:23.379800256,19.069322008871904,72.82173555762807,robbery,19.21292480688974,72.82043821168769,19.086862680679175,72.96865820283391
6,2024-09-23 04:13:02.664070800,19.086862680679175,72.96865820283391,robbery,19.069322008871904,72.82173555762807,19.082538137136904,72.7480222843537
7,2023-01-02 09:40:36.886711880,18.993931059311734,72.98643958091075,theft,19.0741846878852,72.91768343076191,19.255885309430344,72.88946705987915
7,2023-01-08 08:03:03.850813216,19.255885309430344,72.88946705987915,theft,18.993931059311734,72.98643958091075,19.16968816143419,72.83570635468585
7,2023-04-11 00:26:36.465327811,19.16968816143419,72.83570635468585,robbery,19.255885309430344,72.88946705987915,19.191128789060823,72.78978774548827
7,2023-05-18 13:09:55.735598464,19.191128789060823,72.78978774548827,theft,19.16968816143419,72.83570635468585,18.94455253509781,72.74178483274332
7,2023-06-19 11:46:42.505943856,18.94455253509781,72.74178483274332,murder,19.191128789060823,72.78978774548827,19.17344127655803,72.88638757709145
7,2023-07-02 18:10:12.583234398,19.17344127655803,72.88638757709145,assault,18.94455253509781,72.74178483274332,18.941493329596565,72.97881746226528
7,2023-09-06 17:38:29.878591520,18.941493329596565,72.97881746226528,robbery,19.17344127655803,72.88638757709145,19.069591321414034,72.79803271294993
7,2023-10-04 04:39:35.055615468,19.069591321414034,72.79803271294993,theft,18.941493329596565,72.97881746226528,19.03562974674791,72.96150203898934
7,2023-11-24 14:49:25.610576280,19.03562974674791,72.96150203898934,murder,19.069591321414034,72.79803271294993,18.89368232264876,72.84336697242917
7,2023-12-30 09:02:37.616642876,18.89368232264876,72.84336697242917,fraud,19.03562974674791,72.96150203898934,19.283937983801273,72.80212305655711
7,2024-03-07 05:16:14.235553136,19.283937983801273,72.80212305655711,assault,18.89368232264876,72.84336697242917,19.152727632765558,72.97891578541604
7,2024-04-06 02:02:21.801370264,19.152727632765558,72.97891578541604,fraud,19.283937983801273,72.80212305655711,19.07844260295478,72.88820383105295
7,2024-04-11 03:46:18.524685896,19.07844260295478,72.88820383105295,assault,19.152727632765558,72.97891578541604,18.894384667028394,72.86721695641164
7,2024-04-20 13:52:23.231575560,18.894384667028394,72.86721695641164,assault,19.07844260295478,72.88820383105295,19.15029442980442,72.83882498920056
7,2024-05-26 13:51:37.961892592,19.15029442980442,72.83882498920056,assault,18.894384667028394,72.86721695641164,18.999204544309954,72.98709729499014
7,2024-06-02 16:12:28.368792048,18.999204544309954,72.98709729499014,theft,19.15029442980442,72.83882498920056,19.170259494470706,72.7602152361557
7,2024-06-20 02:43:09.205582784,19.170259494470706,72.7602152361557,fraud,18.999204544309954,72.98709729499014,19.239931073176994,72.85129970938964
7,2024-06-29 20:19:19.973498496,19.239931073176994,72.85129970938964,robbery,19.170259494470706,72.7602152361557,19.06179796631357,72.87072373709786
7,2024-07-16 15:32:38.696503744,19.06179796631357,72.87072373709786,murder,19.239931073176994,72.85129970938964,19.11067828902764,72.97385743210455
7,2024-08-01 09:46:24.784907856,19.11067828902764,72.97385743210455,fraud,19.06179796631357,72.87072373709786,19.267110331795585,72.86539804229761
7,2024-08-27 07:20:01.394981736,19.267110331795585,72.86539804229761,robbery,19.11067828902764,72.97385743210455,19.26490726354605,72.77135131839275
7,2024-08-30 17:15:11.374989416,19.26490726354605,72.77135131839275,fraud,19.267110331795585,72.86539804229761,19.105248173037598,72.75385993514753
7,2024-09-16 02:30:46.360507880,19.105248173037598,72.75385993514753,murder,19.26490726354605,72.77135131839275,18.983101809357553,72.94119047959056
7,2024-12-03 15:32:20.872244320,18.983101809357553,72.94119047959056,fraud,19.105248173037598,72.75385993514753,19.235261272904808,72.76379116855514
7,2024-12-06 08:50:34.296596048,19.235261272904808,72.76379116855514,robbery,18.983101809357553,72.94119047959056,19.017737770378407,72.89232330061166
8,2023-06-05 13:54:06.976661358,19.106251411845328,72.88438520548972,murder,19.26382668697671,72.94508058807628,19.07424052047549,72.83436996276181
8,2023-06-08 10:06:09.683128862,19.07424052047549,72.83436996276181,theft,19.106251411845328,72.88438520548972,18.930723008876928,72.84826785328201
8,2023-08-11 07:06:18.658014976,18.930723008876928,72.84826785328201,theft,19.07424052047549,72.83436996276181,19.034683654989028,72.74702888464087
8,2023-08-28 17:03:28.063132928,19.034683654989028,72.74702888464087,theft,18.930723008876928,72.84826785328201,18.898227037115237,72.82135611392235
8,2023-11-19 06:05:44.942764516,18.898227037115237,72.82135611392235,robbery,19.034683654989028,72.74702888464087,19.239510528940546,72.86729263910578
8,2023-11-27 06:54:37.076351844,19.239510528940546,72.86729263910578,robbery,18.898227037115237,72.82135611392235,18.995357573808825,72.76215800679641
8,2023-12-29 18:48:35.067288608,18.995357573808825,72.76215800679641,fraud,19.239510528940546,72.86729263910578,18.973618994826122,72.98432819985746
8,2024-01-24 07:42:09.670204564,18.973618994826122,72.98432819985746,murder,18.995357573808825,72.76215800679641,19.295927701152614,72.90979133353207
8,2024-02-05 20:35:20.458879332,19.295927701152614,72.90979133353207,robbery,18.973618994826122,72.98432819985746,19.10649600789664,72.87236523051567
8,2024-03-02 13:13:43.288570696,19.10649600789664,72.87236523051567,murder,19.295927701152614,72.90979133353207,19.038244642030996,72.82597166611096
8,2024-04-22 08:22:43.782841832,19.038244642030996,72.82597166611096,murder,19.10649600789664,72.87236523051567,19.049306435618323,72.97109179775076
8,2024-09-19 23:52:02.363190408,19.049306435618323,72.97109179775076,fraud,19.038244642030996,72.82597166611096,18.890513458847387,72.84193224371163
8,2024-09-25 22:03:42.389791184,18.890513458847387,72.84193224371163,robbery,19.049306435618323,72.97109179775076,19.207244921715624,72.8906329552412
8,2024-10-03 19:32:44.804836768,19.207244921715624,72.8906329552412,assault,18.890513458847387,72.84193224371163,19.002335092415787,72.75954130880599
8,2024-10-09 23:00:36.239676992,19.002335092415787,72.75954130880599,theft,19.207244921715624,72.8906329552412,19.281548475006385,72.8090136361677
8,2024-11-21 05:25:43.078358680,19.281548475006385,72.8090136361677,robbery,19.002335092415787,72.75954130880599,18.972509552293797,72.78023553741467
9,2023-02-13 17:13:53.426582756,19.090521129459127,72.89552012795183,murder,19.19198808613748,72.9126363646389,18.902023427481616,72.74269591786503
9,2023-02-21 22:08:31.283204633,18.902023427481616,72.74269591786503,fraud,19.090521129459127,72.89552012795183,19.287003657088277,72.96190253778788
9,2023-03-05 04:06:11.151840453,19.287003657088277,72.96190253778788,theft,18.902023427481616,72.74269591786503,19.064761332920597,72.89141598105833
9,2023-03-23 23:20:58.157161900,19.064761332920597,72.89141598105833,assault,19.287003657088277,72.96190253778788,18.94236211316368,72.77703276992393
9,2023-04-08 16:08:55.396746833,18.94236211316368,72.77703276992393,robbery,19.064761332920597,72.89141598105833,18.962062684316084,72.85724576180046
9,2023-07-16 13:30:02.308791484,18.962062684316084,72.85724576180046,robbery,18.94236211316368,72.77703276992393,19.231256479426705,72.89157430564528
9,2023-08-10 16:23:11.803675788,19.231256479426705,72.89157430564528,assault,18.962062684316084,72.85724576180046,19.101129329809822,72.75611253344027
9,2023-08-14 04:50:45.900367908,19.101129329809822,72.75611253344027,assault,19.231256479426705,72.89157430564528,18.98068880953795,72.8888742962883
9,2023-10-07 22:39:47.872910884,18.98068880953795,72.8888742962883,murder,19.101129329809822,72.75611253344027,18.995728443096652,72.7745402030258
9,2023-10-29 06:18:02.957034588,18.995728443096652,72.7745402030258,fraud,18.98068880953795,72.8888742962883,19.115929835650114,72.92359351199411
9,2023-12-22 00:20:55.001621108,19.115929835650114,72.92359351199411,fraud,18.995728443096652,72.7745402030258,18.97279790117521,72.88824734851588
9,2024-01-08 02:37:40.494577832,18.97279790117521,72.88824734851588,murder,19.115929835650114,72.92359351199411,18.984552320574938,72.82561710411906
9,2024-02-12 03:09:15.705836136,18.984552320574938,72.82561710411906,murder,18.97279790117521,72.88824734851588,19.062870753635302,72.85952000697483
9,2024-03-29 07:39:48.099273856,19.062870753635302,72.85952000697483,murder,18.984552320574938,72.82561710411906,18.96755693809235,72.81549628468517
9,2024-05-15 05:35:13.742236880,18.96755693809235,72.81549628468517,murder,19.062870753635302,72.85952000697483,18.946451615302504,72.90310002038994
9,2024-07-28 17:02:35.921249704,18.946451615302504,72.90310002038994,assault,18.96755693809235,72.81549628468517,19.27633285902365,72.76661445239111
9,2024-08-01 21:36:47.275118352,19.27633285902365,72.76661445239111,fraud,18.946451615302504,72.90310002038994,19.027372617966982,72.90292205260447
9,2024-08-03 07:06:57.491542440,19.027372617966982,72.90292205260447,murder,19.27633285902365,72.76661445239111,18.957081297799643,72.84120434828995
10,2023-01-06 07:36:18.502925859,19.014553405389176,72.9276064863643,robbery,19.02894467351728,72.74451596952943,19.23792513920774,72.94245076611365
10,2023-02-01 16:28:00.799429613,19.23792513920774,72.94245076611365,fraud,19.014553405389176,72.9276064863643,19.154995248750765,72.82770201268463
10,2023-02-21 01:06:30.644205341,19.154995248750765,72.82770201268463,theft,19.23792513920774,72.94245076611365,18.937426750823104,72.92818521461523
10,2023-03-09 17:23:52.533920519,18.937426750823104,72.92818521461523,fraud,19.154995248750765,72.82770201268463,19.26077551179188,72.83565319622299
10,2023-03-20 06:03:19.352184867,19.26077551179188,72.83565319622299,theft,18.937426750823104,72.92818521461523,19.275399531800918,72.80609216747858
10,2023-06-01 10:54:41.535552626,19.275399531800918,72.80609216747858,robbery,19.26077551179188,72.83565319622299,19.037141080888592,72.85065787481037
10,2023-07-11 03:53:56.048929406,19.037141080888592,72.85065787481037,robbery,19.275399531800918,72.80609216747858,19.202133332597743,72.98111869730434
10,2023-08-04 14:44:59.440621796,19.202133332597743,72.98111869730434,robbery,19.037141080888592,72.85065787481037,19.28455478321108,72.84571994242943
10,2023-08-07 04:41:22.039517616,19.28455478321108,72.84571994242943,fraud,19.202133332597743,72.98111869730434,19.269057037081083,72.86859838943735
10,2023-08-12 14:11:32.354535720,19.269057037081083,72.86859838943735,assault,19.28455478321108,72.84571994242943,18.95813872801394,72.84294349812583
10,2023-08-16 09:09:44.532022828,18.95813872801394,72.84294349812583,robbery,19.269057037081083,72.86859838943735,19.28131927111174,72.8015981466051
10,2023-08-22 05:23:58.374934604,19.28131927111174,72.8015981466051,robbery,18.95813872801394,72.84294349812583,19.17482512513461,72.80296259723121
10,2023-09-21 03:21:31.663218508,19.17482512513461,72.80296259723121,fraud,19.28131927111174,72.8015981466051,19.257306598028208,72.78567503381252
10,2023-11-15 20:15:37.281876728,19.257306598028208,72.78567503381252,fraud,19.17482512513461,72.80296259723121,19.079438309475844,72.95593056328114
10,2023-12-27 03:59:57.209767088,19.079438309475844,72.95593056328114,murder,19.257306598028208,72.78567503381252,18.925313807747397,72.94015008491412
10,2024-01-10 05:33:59.793204532,18.925313807747397,72.94015008491412,fraud,19.079438309475844,72.95593056328114,19.062618540194777,72.94441911747893
10,2024-02-09 09:32:39.495518184,19.062618540194777,72.94441911747893,assault,18.925313807747397,72.94015008491412,19.053748362102812,72.92186985040367
10,2024-02-13 00:00:04.654521996,19.053748362102812,72.92186985040367,theft,19.062618540194777,72.94441911747893,19.13727265687651,72.79697785517328
10,2024-02-27 15:45:42.115164944,19.13727265687651,72.79697785517328,theft,19.053748362102812,72.92186985040367,18.938128107507037,72.80506205333543
10,2024-03-24 15:41:07.185790584,18.938128107507037,72.80506205333543,fraud,19.13727265687651,72.79697785517328,19.22553596488313,72.8037138774317
10,2024-04-10 20:17:27.789464592,19.22553596488313,72.8037138774317,fraud,18.938128107507037,72.80506205333543,19.080223955840054,72.95032052865594
10,2024-10-02 08:17:06.741515712,19.080223955840054,72.95032052865594,theft,19.22553596488313,72.8037138774317,18.916827995518858,72.93873895243175
10,2024-11-17 19:03:56.887337544,18.916827995518858,72.93873895243175,theft,19.080223955840054,72.95032052865594,19.242662300903326,72.91054061927086
10,2024-11-27 02:24:43.538073200,19.242662300903326,72.91054061927086,robbery,18.916827995518858,72.93873895243175,19.1947084482565,72.93253096769905
11,2023-04-27 02:03:50.168071546,18.94679249042595,72.82483637671181,assault,18.936970843104366,72.94172803637204,19.11601046703253,72.8234870806433
11,2023-05-09 04:23:32.346191582,19.11601046703253,72.8234870806433,fraud,18.94679249042595,72.82483637671181,19.013742793627785,72.93018032546185
